MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,IncomeCategory,RoomsPerPerson,BedroomRatio,DistToSF,DistToLA,AgeCategory_encoded,Region_North,Region_South
2.693,37.0,4.278925619834711,1.0650826446280992,1936.0,2.0,32.75,-117.13,2,2.1394628099173554,0.24891356832448094,736.4767331589005,177.9147085441367,2.0,0,1
3.0625,37.0,4.294117647058823,0.9747899159663864,653.0,2.7436974789915967,34.02,-118.1,2,1.565084226646248,0.22700587084148727,570.561688235348,13.716862330740057,2.0,0,1
1.625,18.0,6.1347826086956525,1.2331323610361724,592.0,2.5739130434782607,38.31,-120.55,1,2.383445945945946,0.20100669244388353,174.18062189769933,516.6662457860582,1.0,1,0
8.0483125,34.0,7.215,1.09,504.0,2.52,37.38,-122.12,5,2.863095238095238,0.1510741510741511,51.228017320313704,509.2072435402912,2.0,0,0
2.9821,45.0,4.481481481481482,0.925925925925926,67.0,2.4814814814814814,34.33,-118.68,2,1.8059701492537314,0.2066115702479339,509.5466487713091,50.641450945634126,2.0,0,1
3.5529,43.0,5.865761689291101,1.0723981900452488,1466.0,2.211161387631976,32.76,-117.09,2,2.652796725784447,0.1828233479043456,737.985936292441,179.20107977901503,2.0,0,1
3.0,36.0,5.5369127516778525,1.0503355704697988,660.0,2.214765100671141,36.78,-119.81,2,2.5,0.1896969696969697,255.99972842040282,334.8700216859368,2.0,0,0
2.3062,16.0,5.2631578947368425,1.0368421052631578,508.0,2.6736842105263157,39.09,-121.11,2,1.9685039370078743,0.19699999999999995,185.44608912355713,615.7938629690639,1.0,1,0
6.3992,36.0,5.693333333333333,1.0666666666666669,473.0,3.1533333333333333,33.86,-118.33,4,1.8054968287526427,0.18735362997658084,570.3548578593901,22.805789268159774,2.0,0,1
2.8281,33.0,4.204761904761905,1.0047619047619047,1007.0,4.550009016902082,34.05,-117.62,2,0.9241216641862302,0.23895809739524349,598.4694802323846,57.461463628851334,2.0,0,1
3.3333,40.0,4.668498168498169,1.0824175824175823,1156.0,2.1172161172161172,34.16,-118.24,2,2.2050173010380623,0.23185562965868967,550.363717235511,11.991652732117556,2.0,0,1
3.7143,34.0,4.694214876033058,1.1528925619834711,2164.0,4.471074380165289,34.21,-118.37,2,1.0499075785582257,0.24559859154929575,538.2623789321918,21.048056618060013,2.0,0,1
3.0437,20.0,3.860805860805861,0.9853479853479854,1219.0,4.465201465201465,36.42,-121.32,2,0.8646431501230517,0.2552182163187856,179.45462379084972,383.8595409102898,1.0,0,0
2.3769,36.0,4.897155361050328,1.048140043763676,1949.0,4.264770240700219,37.48,-122.16,2,1.1482811698306823,0.21403038427167112,39.964173659631555,519.6349373927125,2.0,0,0
1.9908,33.0,4.491048593350383,1.0549872122762147,1515.0,1.9373401534526855,38.61,-121.4,1,2.3181518151815177,0.23490888382687927,128.68147439617601,580.2365277891286,2.0,1,0
4.0039,30.0,5.1806020066889635,1.048951048951049,885.0,2.959866220735786,33.84,-118.0,3,1.7502824858757062,0.20247667116614823,591.6776539640591,32.58964189029014,1.0,0,1
5.269,36.0,6.090909090909091,1.0,676.0,2.9264069264069263,33.84,-118.34,3,2.081360946745562,0.16417910447761194,571.5026464864542,25.212268559018096,2.0,0,1
2.9531,34.0,4.316239316239316,0.8803418803418803,678.0,2.897435897435898,37.87,-121.27,2,1.4896755162241886,0.20396039603960398,101.50863366246566,504.3105063741449,2.0,0,0
3.276,27.0,5.750788643533123,1.135646687697161,907.0,2.861198738170347,38.53,-122.82,2,2.0099228224917307,0.19747668678003294,90.97683285491782,644.8895622771927,1.0,1,0
3.2545,9.0,3.5186206896551724,1.168965517241379,2609.0,1.7993103448275862,34.06,-118.44,2,1.955538520505941,0.3322226577812622,546.7344511309711,18.10469498274914,0.0,0,1
3.9615,29.0,4.879213483146067,1.0365168539325842,1061.0,2.980337078651685,34.23,-118.43,2,1.6371347785108388,0.21243523316062177,532.9513085610932,26.169382816308406,1.0,0,1
1.9311,17.0,4.231437598736177,1.052132701421801,3030.0,2.393364928909953,33.82,-118.22,1,1.7679867986798676,0.24864663057681538,580.2320651532686,25.911870613651004,1.0,0,1
5.4533,33.0,5.837628865979381,0.9432989690721648,986.0,2.5412371134020617,33.73,-118.31,3,2.297160243407708,0.16158940397350993,582.7915825764198,36.34590072790554,2.0,0,1
3.3682,40.0,6.045901639344263,1.1147540983606556,719.0,2.357377049180328,37.31,-121.89,2,2.564673157162726,0.18438177874186548,69.6482728143885,489.4914233887402,2.0,0,0
5.6402,52.0,6.214285714285714,1.015625,957.0,2.1361607142857144,38.55,-121.5,3,2.909090909090909,0.16343390804597702,117.8520361308941,578.9324911553331,2.0,1,0
6.4232,41.0,5.3578947368421055,0.9789473684210528,746.0,2.617543859649123,34.01,-118.43,4,2.046916890080429,0.18271119842829078,551.6036982259302,17.797465971208347,2.0,0,1
2.1553,26.0,4.463119709794437,0.9987908101571948,2072.0,2.505441354292624,35.33,-119.02,2,1.7813706563706562,0.22378759143863458,407.5095375950824,158.8241689862707,1.0,0,0
4.3008,33.0,6.314159292035399,1.081858407079646,1109.0,2.4535398230088497,38.02,-121.33,3,2.5734896302975656,0.1713384723195515,99.3982069040668,521.1368078475009,2.0,1,0
5.0389,13.0,5.070093457943925,1.060747663551402,629.0,2.939252336448598,39.1,-121.14,3,1.7249602543720193,0.20921658986175115,184.7317100945003,617.912697444816,1.0,1,0
1.6851,46.0,4.948660714285714,1.0915178571428572,1227.0,2.7388392857142856,34.02,-118.31,1,1.8068459657701712,0.22056833558863329,557.850240701886,7.0811557067781745,2.0,0,1
2.551,37.0,4.840466926070039,1.1245136186770428,1854.0,3.607003891050584,37.93,-121.29,2,1.3419633225458465,0.23231511254019294,100.64789443964226,510.84383021403096,2.0,0,0
6.6916,2.0,8.483259384844768,1.2331323610361724,1787.0,2.9151712887438825,34.38,-118.61,4,2.910038054230466,0.14536068097117805,509.51303108973264,49.62852837053264,0.0,0,1
6.7413,29.0,6.322051282051282,1.205128205128205,2198.0,2.2543589743589743,37.55,-122.24,4,2.8043676069153776,0.19062297209604154,29.57635919728508,530.135490624552,1.0,0,0
2.3333,44.0,4.689102564102564,1.0,940.0,3.0128205128205128,33.94,-118.25,2,1.5563829787234043,0.2132604237867396,568.2135816855694,12.48958203702278,2.0,0,1
4.6111,45.0,5.355437665782493,1.0450928381962865,1549.0,4.108753315649867,33.84,-117.92,3,1.303421562298257,0.19514611193660228,596.5541270590713,38.05673709753366,2.0,0,1
3.6788,5.0,5.04269801980198,1.1837871287128714,2933.0,1.8149752475247525,38.61,-121.53,2,2.7783839072621888,0.23475273039636768,121.0944683896068,585.9903435399326,0.0,1,0
4.0234,52.0,4.9605263157894735,0.9144736842105264,1138.0,3.743421052631579,37.71,-122.43,3,1.3251318101933214,0.18435013262599473,7.276491550901744,554.556137230082,2.0,0,0
1.7844,11.0,8.483259384844768,1.2331323610361724,2453.0,1.9910714285714288,33.88,-116.36,1,4.26065045337495,0.14536068097117805,696.8551872093257,174.76722456928894,1.0,0,1
3.6023,33.0,5.737430167597766,1.041899441340782,1067.0,2.9804469273743015,34.69,-120.43,2,1.9250234301780695,0.18159688412852967,386.631635133072,212.8170192990949,2.0,0,1
5.1057,45.0,5.381578947368421,0.9671052631578948,546.0,3.5921052631578947,33.85,-117.97,3,1.4981684981684982,0.17970660146699266,592.665072756826,33.80599966292095,2.0,0,1
6.7273,9.0,8.483259384844768,1.2331323610361724,3029.0,2.4686226568867156,34.13,-118.68,4,3.4364342242339156,0.14536068097117805,526.7319663059336,41.0978093931714,0.0,0,1
1.8333,33.0,4.943444730077121,1.0359897172236503,1205.0,3.0976863753213366,36.57,-119.6,1,1.595850622406639,0.2095683827353094,283.44715316056465,305.8114395606246,2.0,0,0
2.2292,45.0,4.773684210526316,0.9263157894736842,463.0,2.4368421052631577,38.79,-121.23,2,1.958963282937365,0.1940463065049614,153.35356441301906,590.6119019285674,2.0,1,0
1.6865,19.0,6.211699164345404,1.2331323610361724,832.0,2.317548746518106,38.95,-122.62,1,2.6802884615384617,0.19851772090223582,131.83038166097862,670.3291995185194,1.0,1,0
1.1875,48.0,5.492063492063492,1.2331323610361724,129.0,2.047619047619047,35.38,-119.02,1,2.6821705426356597,0.2245298807667019,403.7496761792542,163.80737103525053,2.0,0,0
3.4236,52.0,4.641255605381166,1.1031390134529149,2030.0,2.2757847533632285,37.78,-122.46,2,2.039408866995074,0.2376811594202899,3.6130370175516,561.9928075493274,2.0,0,0
2.7153,22.0,4.736245954692556,1.0307443365695792,2546.0,4.119741100323624,36.43,-121.32,2,1.1496465043205026,0.2176289716433208,178.51866289762864,384.6102513450057,1.0,0,0
1.6295,33.0,4.27208480565371,1.204946996466431,1097.0,3.876325088339222,34.27,-118.42,1,1.1020966271649957,0.282051282051282,530.2196567720634,29.148812178091614,2.0,0,1
2.7443,31.0,4.1117647058823525,1.0941176470588236,460.0,2.7058823529411766,37.8,-121.21,2,1.5195652173913041,0.2660944206008584,106.31331971607744,494.9114841475007,2.0,0,0
6.2631,19.0,7.03690036900369,1.029520295202952,2653.0,3.2632226322263223,37.74,-121.95,4,2.1564266867696946,0.14630309386470897,41.44783403963614,528.6756947938815,1.0,0,0
2.9693,13.0,4.452313503305005,1.0292728989612845,2420.0,2.2851746931067045,38.54,-121.32,2,1.9483471074380165,0.2311770943796395,128.3642188638528,570.0193899722049,1.0,1,0
3.2425,45.0,4.678474114441417,1.0599455040871937,916.0,2.4959128065395095,38.81,-123.02,2,1.8744541484716157,0.22655794991263836,126.47015875813359,679.8273415445974,2.0,1,0
2.2258,25.0,3.581589958158996,1.0271966527196652,1807.0,3.780334728033473,34.06,-117.78,2,0.9474266740453791,0.2867990654205607,587.3601327317255,42.72659474345623,1.0,0,1
4.8266,13.0,6.7466467958271235,1.0625931445603576,2170.0,3.2339791356184797,35.37,-119.12,3,2.0861751152073733,0.15749944775789707,397.84416685280235,166.9938732677049,1.0,0,0
5.1047,9.0,6.528042328042328,1.0148148148148148,3140.0,3.574603174603175,37.82,-121.24,3,1.8262285375962106,0.1554546928189334,103.74768978889556,498.2223132181514,0.0,0,0
4.375,33.0,6.039647577092511,1.039647577092511,715.0,3.149779735682819,33.93,-117.44,3,1.9174825174825176,0.17213712618526625,619.6349709831725,75.33204300320706,2.0,0,1
3.2355,30.0,5.00668449197861,1.0254010695187166,1762.0,2.355614973262032,36.66,-121.65,2,2.1254256526674236,0.2048064085447263,141.45721942926846,423.6256426504551,1.0,0,0
6.9021,33.0,5.520775623268698,1.0277008310249307,918.0,2.542936288088643,33.87,-118.38,4,2.1710239651416123,0.18615153035624685,566.5877235388192,23.84269497128806,2.0,0,1
3.6875,16.0,5.7612903225806456,1.0580645161290323,548.0,3.535483870967742,37.79,-120.83,2,1.6295620437956204,0.18365061590145576,139.68821862101856,476.3715192327255,1.0,0,0
2.0034,51.0,4.904605263157895,1.1332236842105263,1831.0,3.0115131578947367,38.03,-121.9,2,1.6286182413981432,0.23105298457411133,53.678578601378454,550.9870697192772,2.0,1,0
3.75,38.0,5.275229357798165,0.981651376146789,259.0,2.376146788990826,38.72,-121.9,2,2.22007722007722,0.18608695652173915,114.46012999592605,613.4763492453576,2.0,1,0
3.4886,35.0,5.332480818414322,1.0230179028132993,1112.0,2.843989769820972,33.95,-118.02,2,1.875,0.19184652278177458,581.2801897715087,23.545439071336734,2.0,0,1
3.5,29.0,5.5528455284552845,1.0785907859078592,1071.0,2.902439024390244,38.16,-121.32,2,1.9131652661064427,0.19424109321620306,105.45915601048209,533.7817234207266,1.0,1,0
3.7844,29.0,3.958795562599049,1.2282091917591125,1213.0,1.9223454833597464,37.25,-121.87,2,2.0593569661995055,0.31024819855884705,75.86017749660557,483.43625050078157,1.0,0,0
2.1667,42.0,5.173076923076923,1.0288461538461535,200.0,1.9230769230769231,36.96,-122.04,2,2.69,0.1988847583643122,96.61675172631838,471.7530916532919,2.0,0,0
2.9917,36.0,4.875555555555556,0.9244444444444444,568.0,2.5244444444444443,37.7,-122.16,2,1.9313380281690142,0.18960802187784867,24.283364264888085,537.5022875870193,2.0,0,0
7.2731,4.0,8.483259384844768,1.2331323610361724,3140.0,3.3095518867924527,33.02,-117.15,4,2.5632652621943217,0.14536068097117805,712.2403679006034,153.12899012496624,0.0,0,1
1.2269,28.0,4.873663751214772,1.2050534499514092,3140.0,3.7900874635568513,37.71,-122.41,1,1.285897435897436,0.2472582253240279,7.263729787985874,553.3336750427235,1.0,0,0
8.0428,29.0,8.23943661971831,1.0422535211267605,493.0,3.471830985915493,34.16,-118.94,5,2.3732251521298173,0.1264957264957265,509.4383100371924,65.21883949823034,1.0,0,1
4.3125,34.0,5.535433070866142,1.0,369.0,2.905511811023622,34.19,-118.61,3,1.9051490514905147,0.1806543385490754,525.6173751175994,37.03723635414574,2.0,0,1
2.5819,44.0,4.58641975308642,0.9567901234567902,434.0,2.6790123456790123,38.34,-122.73,2,1.7119815668202767,0.20861372812920592,68.4682942708578,623.8280510823458,2.0,1,0
2.8466,34.0,6.369565217391305,1.062111801242236,958.0,2.9751552795031055,39.6,-122.05,2,2.140918580375783,0.166747927840078,205.4583237628159,703.6125722740206,2.0,1,0
3.6802,6.0,4.200221238938053,1.048951048951049,2437.0,2.6957964601769913,37.31,-121.87,2,1.5580631924497332,0.2497370946146295,70.84205364653327,488.2789771441425,0.0,0,0
3.0096,32.0,4.6350710900473935,1.0758293838862558,543.0,2.5734597156398102,34.15,-118.1,2,1.801104972375691,0.23210633946830264,559.8564360169777,17.126770103350697,2.0,0,1
6.7247,24.0,6.803030303030303,1.009469696969697,1683.0,3.1875,34.45,-119.82,4,2.1342840166369577,0.14838530066815145,437.22798920762557,151.47989192914739,1.0,0,1
3.0687,32.0,5.185552407932011,1.114730878186969,1613.0,2.284702549575071,35.63,-117.67,2,2.2696838189708615,0.21496858781753622,485.8683417173618,183.0879560171747,2.0,0,0
3.1917,21.0,5.563380281690141,0.971830985915493,533.0,2.5023474178403755,38.07,-121.29,2,2.2232645403377114,0.17468354430379748,104.35791606903416,523.9177472038086,1.0,1,0
8.0483125,25.0,8.403940886699507,1.1206896551724137,1238.0,3.0492610837438425,38.04,-122.59,5,2.7560581583198704,0.13335287221570927,33.059914564872415,590.8731969277763,1.0,1,0
5.308,15.0,6.147668393782383,0.9430051813471504,1280.0,3.316062176165803,36.89,-119.67,3,1.85390625,0.15339233038348085,262.2319150415454,340.9476896764962,1.0,0,0
8.0483125,27.0,7.493421052631579,1.0394736842105263,772.0,2.539473684210526,33.55,-117.88,5,2.950777202072539,0.13871817383669888,623.4239090768767,65.17421269959429,1.0,0,1
4.5278,16.0,5.934065934065934,0.912087912087912,507.0,2.7857142857142856,38.01,-121.36,3,2.1301775147928996,0.15370370370370368,96.56861679866955,521.6480317014344,1.0,1,0
8.0483125,29.0,6.984126984126984,1.0238095238095235,322.0,2.5555555555555554,37.88,-122.23,5,2.7329192546583854,0.14659090909090905,20.329541610139717,556.5311990142241,1.0,0,0
1.191,52.0,7.69811320754717,1.2331323610361724,521.0,3.2767295597484276,37.81,-122.3,1,2.349328214971209,0.16018631160518906,11.194139563155582,554.8321264419016,2.0,0,0
4.0429,32.0,4.863340563991323,1.0629067245119306,921.0,1.997830802603037,34.02,-118.44,3,2.4343105320304015,0.21855486173059768,550.1594276756277,18.43913851950836,2.0,0,1
3.55,20.0,6.138823529411765,1.128235294117647,2302.0,2.708235294117647,34.12,-118.05,2,2.266724587315378,0.18378689152932157,565.4299094736845,19.36577806384832,1.0,0,1
2.4206,19.0,3.719613259668508,1.089779005524862,1765.0,2.4378453038674035,37.7,-122.11,2,1.525779036827195,0.2929818046787969,28.45344214936161,534.5590191156665,1.0,0,0
3.7807,9.0,4.997677119628339,1.0452961672473868,2240.0,2.6016260162601625,34.68,-118.16,2,1.9209821428571427,0.20915640250987685,514.0867605534306,70.22962311297975,0.0,0,1
6.3669,47.0,6.52027027027027,1.0641891891891893,692.0,2.3378378378378377,37.91,-122.27,4,2.7890173410404624,0.16321243523316065,19.94440644638497,561.354230921126,2.0,0,0
1.4554,52.0,2.498371335504886,1.2331323610361724,1520.0,2.47557003257329,37.78,-122.41,1,1.0092105263157896,0.493574491314348,1.0020557042861968,558.9642239457423,2.0,0,0
7.4046,47.0,7.031347962382445,1.0626959247648904,911.0,2.8557993730407523,34.18,-118.28,4,2.4621295279912183,0.1511368702630406,546.2522815526421,14.598337274382954,2.0,0,1
8.0483125,6.0,8.483259384844768,1.102970297029703,3140.0,3.3514851485148514,34.23,-118.83,5,2.5311940852860313,0.13001727838242752,509.443154657097,57.4658343358007,0.0,0,1
1.9127,15.0,2.843642611683849,1.048951048951049,1549.0,2.661512027491409,33.88,-117.89,1,1.0684312459651388,0.36887583715378275,595.0826687988776,37.82350532137104,1.0,0,1
2.3056,25.0,5.74,1.14,118.0,2.36,37.86,-120.35,2,2.4322033898305087,0.19860627177700346,182.0194390270154,463.876490802371,1.0,0,0
3.6071,29.0,5.342741935483871,1.0241935483870968,613.0,2.471774193548387,34.2,-118.33,2,2.1615008156606854,0.19169811320754718,541.5328262379513,18.253738166780057,1.0,0,1
8.0483125,32.0,7.2166584035696575,1.029747149231532,3140.0,2.7064947942488846,34.18,-118.26,5,2.666422421688954,0.1426902995328387,547.4796323705705,14.28971615831352,2.0,0,1
5.2601,13.0,4.156378600823046,1.1008230452674896,959.0,1.9732510288065843,37.78,-122.27,3,2.1063607924921794,0.2648514851485148,13.142712909712033,550.5911185512728,1.0,0,0
2.4531,52.0,3.6198630136986303,0.9452054794520548,837.0,2.8664383561643834,37.75,-122.41,2,1.2628434886499404,0.261116367076632,2.889427922673444,556.5447932194414,2.0,0,0
2.3849,29.0,4.983529411764706,1.0341176470588236,2410.0,2.835294117647059,37.59,-120.96,2,1.7576763485477178,0.20750708215297453,130.06232630790575,463.334798840225,1.0,0,0
2.6522,35.0,5.01360544217687,0.9897959183673468,709.0,2.4115646258503403,36.79,-119.82,2,2.078984485190409,0.19742198100407055,254.70850535124907,336.2574112362081,2.0,0,0
2.5863,30.0,5.027496382054993,1.0636758321273516,1674.0,2.422575976845152,34.04,-117.04,2,2.075268817204301,0.21157167530224522,637.9133844924005,110.91021078961741,1.0,0,1
4.2596,36.0,5.368715083798882,0.9664804469273744,625.0,3.4916201117318435,33.91,-118.31,3,1.5375999999999999,0.18002081165452657,567.2242876987823,16.952523642921076,2.0,0,1
4.149,44.0,5.520361990950226,1.0972850678733033,1011.0,2.2873303167420813,34.43,-119.69,3,2.4134520276953513,0.19877049180327871,445.4410663793998,139.42492441690675,2.0,0,1
3.7344,31.0,5.6770186335403725,1.0993788819875776,556.0,3.453416149068323,33.95,-117.44,2,1.643884892086331,0.1936542669584245,618.063122408683,74.9542180322608,2.0,0,1
1.6955,29.0,3.2230971128608923,1.1382327209098864,3140.0,3.404199475065617,33.78,-118.16,1,0.9468003084040092,0.35314875135722046,587.192554442357,31.237138412722537,1.0,0,1
8.0483125,34.0,6.4421487603305785,1.048951048951049,600.0,2.479338842975207,37.36,-122.22,5,2.598333333333333,0.16282626930478117,49.36879692151601,513.8859120421284,2.0,0,0
1.925,43.0,2.3435582822085887,1.031441717791411,3140.0,3.0061349693251533,34.08,-118.29,1,0.7795918367346938,0.44011780104712045,553.9896709502543,5.267296785604093,2.0,0,1
8.0483125,10.0,6.0,1.0,128.0,2.098360655737705,33.49,-117.67,5,2.859375,0.16666666666666666,641.0921328107081,81.97520835543337,0.0,0,1
3.238,40.0,4.177619893428064,1.0621669626998225,1133.0,2.0124333925399647,34.05,-118.38,2,2.075904677846425,0.25425170068027214,551.1366627047249,12.559602514113099,2.0,0,1
1.1912,32.0,6.3561643835616435,1.2331323610361724,703.0,2.4075342465753424,38.97,-122.65,1,2.6401137980085347,0.19400573783543232,134.4008199782436,673.6670136218512,2.0,1,0
1.4619,32.0,4.004444444444444,1.048951048951049,2682.0,3.973333333333333,35.6,-119.33,1,1.0078299776286352,0.26194671033738737,366.5261272766825,198.62365505023814,2.0,0,0
1.7344,6.0,3.3983572895277208,1.1006160164271048,1201.0,2.46611909650924,33.89,-118.16,1,1.3780183180682766,0.32386706948640487,577.8250399132303,19.61799383637112,0.0,0,1
5.0492,35.0,6.6525423728813555,1.0310734463276836,993.0,2.805084745762712,38.61,-121.36,3,2.3716012084592144,0.15498938428874737,131.12567842481866,578.5016816929419,2.0,1,0
4.6904,4.0,7.312148028962188,1.1367658889782783,3140.0,3.1263073209975865,33.45,-117.15,3,2.3389089037570767,0.15546264715590274,676.6457702357935,121.2772730746066,0.0,0,1
1.7451,23.0,3.6473477406679766,1.0589390962671903,2194.0,2.1552062868369353,38.6,-121.42,1,1.6923427529626254,0.2903312685160247,126.67422470464912,580.1501566913241,1.0,1,0
2.25,46.0,4.320224719101123,1.0280898876404494,693.0,3.893258426966292,37.74,-122.17,2,1.1096681096681096,0.23797139141742524,22.2659883111815,541.3935606583747,2.0,0,0
3.0963,23.0,4.961038961038961,1.0505050505050506,2942.0,2.1226551226551225,38.51,-121.52,2,2.33718558803535,0.21175101803374058,113.43538686655553,576.0447479472143,1.0,1,0
3.7277,38.0,5.625766871165644,1.0674846625766872,1390.0,2.8425357873210633,37.94,-122.32,2,1.979136690647482,0.18974918211559433,20.326831643090078,566.7577624940864,2.0,0,0
3.1946,5.0,5.618618618618618,1.0610610610610611,3140.0,3.5725725725725725,34.57,-117.93,2,1.572709442420846,0.18884731872438984,537.8180938021626,64.38321888176448,0.0,0,1
3.8611,18.0,5.974763406940063,1.0063091482649842,846.0,2.668769716088328,35.4,-119.05,2,2.2387706855791962,0.16842661034846884,400.24144769486577,167.00223943115859,1.0,0,0
4.6875,33.0,6.924242424242424,1.1136363636363635,394.0,2.984848484848485,38.67,-123.01,3,2.3197969543147208,0.16083150984682712,112.10697921298107,667.471273830263,2.0,1,0
3.5258,13.0,6.099709583736689,1.0454985479186834,3140.0,3.717328170377541,37.02,-120.06,2,1.6408854166666667,0.1714013648627202,224.68385410210743,368.641987241182,1.0,0,0
4.0156,8.0,6.009009009009009,1.0067567567567568,1713.0,3.858108108108108,38.04,-121.3,3,1.5575014594279044,0.16754122938530736,102.53637038107735,521.5771963562592,0.0,1,0
4.7952,22.0,6.365973072215422,1.05875152998776,3140.0,4.01468788249694,32.73,-117.02,3,1.585670731707317,0.1663141703518554,744.7257031717729,185.79807992496913,1.0,0,1
2.7011,8.0,4.291989664082688,1.0400516795865633,1694.0,2.1886304909560725,38.66,-121.35,2,1.961038961038961,0.2423239012642986,135.69789947597897,582.906373073085,0.0,1,0
3.055,35.0,5.878571428571429,1.05,1056.0,3.7714285714285714,34.07,-117.9,2,1.5587121212121213,0.17861482381530983,578.9239126459867,31.722888913903805,2.0,0,1
6.4576,33.0,5.661327231121281,1.080091533180778,1268.0,2.9016018306636155,34.15,-117.97,4,1.951104100946372,0.19078415521422798,568.0334550291188,27.447175457967248,2.0,0,1
4.4946,24.0,5.294896030245747,1.0472589792060492,2064.0,3.9017013232514177,34.08,-117.62,3,1.3570736434108528,0.19778650481970725,596.1084683460485,57.5338767774181,1.0,0,1
2.7,45.0,4.639769452449568,1.170028818443804,1148.0,3.30835734870317,34.41,-118.8,2,1.402439024390244,0.25217391304347825,495.6496765909731,64.79516392238457,2.0,0,1
4.3864,32.0,6.58312020460358,1.0869565217391304,1099.0,2.8107416879795397,39.12,-121.63,3,2.3421292083712464,0.16511266511266512,164.6084288376885,639.3696975405086,2.0,1,0
1.9946,31.0,4.265993265993266,1.0740740740740742,545.0,1.835016835016835,38.32,-122.27,1,2.324770642201835,0.2517758484609314,62.00808222057069,596.3205019827253,2.0,1,0
3.4063,28.0,5.488372093023256,1.1395348837209305,812.0,3.147286821705426,38.99,-123.39,2,1.7438423645320198,0.20762711864406785,159.41156302769753,715.928657656928,1.0,1,0
6.4761,39.0,6.536231884057971,0.960144927536232,730.0,2.6449275362318843,34.16,-118.07,4,2.4712328767123286,0.14689578713968962,560.9184088826134,19.98605637268234,2.0,0,1
3.3008,28.0,3.8535911602209945,1.0994475138121549,1220.0,3.3701657458563536,33.86,-117.89,2,1.1434426229508197,0.28530465949820794,596.736962059562,38.999722689679324,1.0,0,1
1.2841,29.0,4.644230769230769,1.2259615384615383,857.0,4.1201923076923075,32.71,-117.14,1,1.1271878646441074,0.2639751552795031,739.3418645701274,181.03922144735253,1.0,0,1
